Nombre,Grado,Grado Dos,Especialidad,Hospital,Dirección,Número de,Ciudad,Estado,Código Postal,Ubicación,Nombre y Experto,Experto en
Richard  Sayegh,D.O.,,Oftalmología,Koch Eye Associates - Cranston,2000 Chapel View Blvd,Ste 100,Cranston,                  RI,02920,"Koch Eye Associates - Cranston,
                  2000 Chapel View Blvd,
                  Ste 100,
                  Cranston,
                  RI,
                  02920","Richard  Sayegh, D.O. - Oftalmología",Experto en: Especialista
Richard  Sayegh,D.O.,,Oftalmología,"Koch Eye Associates - Raynham, MA",175 Paramount Dr,Unit 203,Raynham,                  MA,02767,"Koch Eye Associates - Raynham, MA,
                  175 Paramount Dr,
                  Unit 203,
                  Raynham,
                  MA,
                  02767","Richard  Sayegh, D.O. - Oftalmología",Experto en: Especialista
Richard  Sayegh,D.O.,,Oftalmología,Koch Eye Associates-Greenwich Ave,615 Greenwich Ave,Ste 10,Warwick,                  RI,02886,"Koch Eye Associates-Greenwich Ave,
                  615 Greenwich Ave,
                  Ste 10,
                  Warwick,
                  RI,
                  02886","Richard  Sayegh, D.O. - Oftalmología",Experto en: Especialista
Jared J. Scaramuzzi,O.D.,,Optometría,"College Hill Eye and Optical, Inc.",295 S Main St,,Providence,                  RI,02903,"College Hill Eye and Optical, Inc.,
                  295 S Main St,
                  
                  Providence,
                  RI,
                  02903","Jared J. Scaramuzzi, O.D. - Optometría",Experto en: Especialista
Jared J. Scaramuzzi,O.D.,,Optometría,Giulio Diamante-Johnston,1277 Hartford Ave,,Johnston,                  RI,02919,"Giulio Diamante-Johnston,
                  1277 Hartford Ave,
                  
                  Johnston,
                  RI,
                  02919","Jared J. Scaramuzzi, O.D. - Optometría",Experto en: Especialista
Jared J. Scaramuzzi,O.D.,,Optometría,Smithfield Eye and Optical LLC,600 Putnam Pike,Ste 3,Greenville,                  RI,02828,"Smithfield Eye and Optical LLC,
                  600 Putnam Pike,
                  Ste 3,
                  Greenville,
                  RI,
                  02828","Jared J. Scaramuzzi, O.D. - Optometría",Experto en: Especialista
Jared J. Scaramuzzi,O.D.,,Optometría,Westminster Eyecare Associates,891 Westminster St,,Providence,                  RI,02903,"Westminster Eyecare Associates,
                  891 Westminster St,
                  
                  Providence,
                  RI,
                  02903","Jared J. Scaramuzzi, O.D. - Optometría",Experto en: Especialista
Karen M. Schaffran,N.P.,,Medicina Familiar,"Int Med Assoc, Inc. - Cranston",1150 Reservoir Ave,Ste 201,Cranston,                  RI,02920,"Int Med Assoc, Inc. - Cranston,
                  1150 Reservoir Ave,
                  Ste 201,
                  Cranston,
                  RI,
                  02920","Karen M. Schaffran, N.P. - Medicina Familiar",Experto en: Proveedor de Atención Primaria
Danika N. Severino-Wynn,C.N.M.,,Partería,Landmark Medical Center - Acute,115 Cass Ave,,Woonsocket,                  RI,02895,"Landmark Medical Center - Acute,
                  115 Cass Ave,
                  
                  Woonsocket,
                  RI,
                  02895","Danika N. Severino-Wynn, C.N.M. - Partería",Experto en: Especialista
Danika N. Severino-Wynn,C.N.M.,,Partería,PHS Landmark - 115 Cass Ave Ste 2,115 Cass Ave,Ste 2,Woonsocket,                  RI,02895,"PHS Landmark - 115 Cass Ave Ste 2,
                  115 Cass Ave,
                  Ste 2,
                  Woonsocket,
                  RI,
                  02895","Danika N. Severino-Wynn, C.N.M. - Partería",Experto en: Especialista
Danika N. Severino-Wynn,C.N.M.,,Partería,Planned Parenthood-Providence,175 Broad St,,Providence,                  RI,02903,"Planned Parenthood-Providence,
                  175 Broad St,
                  
                  Providence,
                  RI,
                  02903","Danika N. Severino-Wynn, C.N.M. - Partería",Experto en: Especialista
Parul D. Shah,M.D.,,Medicina Interna,Coastal Medical 365 Clinic,900 Warren Ave,Ste 401,East Providence,                  RI,02914,"Coastal Medical 365 Clinic,
                  900 Warren Ave,
                  Ste 401,
                  East Providence,
                  RI,
                  02914","Parul D. Shah, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Parul D. Shah,M.D.,,Medicina Interna,Coastal Medical Warren Avenue Medical,900 Warren Ave,Ste 400,East Providence,                  RI,02914,"Coastal Medical Warren Avenue Medical,
                  900 Warren Ave,
                  Ste 400,
                  East Providence,
                  RI,
                  02914","Parul D. Shah, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Elizabeth  Sheffield,N.P.,,Pediatría,Sunshine Pediatrics,1 Randall Sq,Ste 404,Providence,                  RI,02904,"Sunshine Pediatrics,
                  1 Randall Sq,
                  Ste 404,
                  Providence,
                  RI,
                  02904","Elizabeth  Sheffield, N.P. - Pediatría",Experto en: Proveedor de Atención Primaria
Elizabeth  Sheffield,N.P.,,Pediatría,The Miriam Hospital Tuberculosis Clinic,14 3rd St,,Providence,                  RI,02906,"The Miriam Hospital Tuberculosis Clinic,
                  14 3rd St,
                  
                  Providence,
                  RI,
                  02906","Elizabeth  Sheffield, N.P. - Pediatría",Experto en: Proveedor de Atención Primaria
Michael S. Siclari,M.D.,,Medicina de Emergencia,Affinity Physicians - Pawtucket,111 Brewster St,,Pawtucket,                  RI,02860,"Affinity Physicians - Pawtucket,
                  111 Brewster St,
                  
                  Pawtucket,
                  RI,
                  02860","Michael S. Siclari, M.D. - Medicina de Emergencia",Experto en: Especialista
Michael S. Siclari,M.D.,,Medicina de Emergencia,Blackstone Valley Central Falls Express Health,1000 Broad St,,Central Falls,                  RI,02863,"Blackstone Valley Central Falls Express Health,
                  1000 Broad St,
                  
                  Central Falls,
                  RI,
                  02863","Michael S. Siclari, M.D. - Medicina de Emergencia",Experto en: Especialista
Michael S. Siclari,M.D.,,Medicina de Emergencia,Brown Emergency Medicine,125 Whipple St,Ste 3,Providence,                  RI,02908,"Brown Emergency Medicine,
                  125 Whipple St,
                  Ste 3,
                  Providence,
                  RI,
                  02908","Michael S. Siclari, M.D. - Medicina de Emergencia",Experto en: Especialista
Sajid  Siddiq,M.D.,,Medicina Interna,Cardiovascular Institute of NE - Woonsocket,68 Cumberland St,Ste 103,Woonsocket,                  RI,02895,"Cardiovascular Institute of NE - Woonsocket,
                  68 Cumberland St,
                  Ste 103,
                  Woonsocket,
                  RI,
                  02895","Sajid  Siddiq, M.D. - Medicina Interna",Experto en: Especialista
Sajid  Siddiq,M.D.,,Medicina Interna,RWMC - Cardiology Group,825 Chalkstone Ave,,Providence,                  RI,02908,"RWMC - Cardiology Group,
                  825 Chalkstone Ave,
                  
                  Providence,
                  RI,
                  02908","Sajid  Siddiq, M.D. - Medicina Interna",Experto en: Especialista
Bryan C. Silva,P.T.,,Terapia Física,"All Coast Physical Therapy, Inc.",126 Prospect St,Ste 101,Pawtucket,                  RI,02860,"All Coast Physical Therapy, Inc.,
                  126 Prospect St,
                  Ste 101,
                  Pawtucket,
                  RI,
                  02860","Bryan C. Silva, P.T. - Terapia Física",Experto en: Especialista
Bryan C. Silva,P.T.,,Terapia Física,Pro Care Therapy Cranston,480 Reservoir Ave,,Cranston,                  RI,02910,"Pro Care Therapy Cranston,
                  480 Reservoir Ave,
                  
                  Cranston,
                  RI,
                  02910","Bryan C. Silva, P.T. - Terapia Física",Experto en: Especialista
Caroline  Skudlarek,D.O.,,Obstetricia y Ginecología,Affinity - WIHCA-Bayside OBGYN,235 Plain St,Ste 401,Providence,                  RI,02905,"Affinity - WIHCA-Bayside OBGYN,
                  235 Plain St,
                  Ste 401,
                  Providence,
                  RI,
                  02905","Caroline  Skudlarek, D.O. - Obstetricia y Ginecología",Experto en: Especialista
Alexander G. Slater,M.D.,,Anestesiología,Northeast Medical Group,25 Wells St,,Westerly,                  RI,02891,"Northeast Medical Group,
                  25 Wells St,
                  
                  Westerly,
                  RI,
                  02891","Alexander G. Slater, M.D. - Anestesiología",Experto en: Especialista
Alexander G. Slater,M.D.,,Anestesiología,Northeast Medical Group,365 Montauk Ave,,New London,                  CT,06320,"Northeast Medical Group,
                  365 Montauk Ave,
                  
                  New London,
                  CT,
                  06320","Alexander G. Slater, M.D. - Anestesiología",Experto en: Especialista
Alexander G. Slater,M.D.,,Anestesiología,Northeast Medical Group Inc.- Groton,52 Hazelnut Hill Rd,,Groton,                  CT,06340,"Northeast Medical Group Inc.- Groton,
                  52 Hazelnut Hill Rd,
                  
                  Groton,
                  CT,
                  06340","Alexander G. Slater, M.D. - Anestesiología",Experto en: Especialista
Michael W. Smith,S.T.,,Terapia del Habla,CBS Therapy - Cranston,626 Park Ave,,Cranston,                  RI,02910,"CBS Therapy - Cranston,
                  626 Park Ave,
                  
                  Cranston,
                  RI,
                  02910","Michael W. Smith, S.T. - Terapia del Habla",Experto en: Especialista
Lory  Snady-McCoy,M.D.,,Oftalmología,RIH Multi-Specialty - Hoppin St,1 Hoppin St,Corowest Suite 200,Providence,                  RI,02903,"RIH Multi-Specialty - Hoppin St,
                  1 Hoppin St,
                  Corowest Suite 200,
                  Providence,
                  RI,
                  02903","Lory  Snady-McCoy, M.D. - Oftalmología",Experto en: Especialista
Ponnandai S. Somasundar,M.D.,,Cirugía General,Roger Williams Cancer Center - E Providence,1 Office Pkwy,Ste 204,East Providence,                  RI,02914,"Roger Williams Cancer Center - E Providence,
                  1 Office Pkwy,
                  Ste 204,
                  East Providence,
                  RI,
                  02914","Ponnandai S. Somasundar, M.D. - Cirugía General",Experto en: Especialista
Ponnandai S. Somasundar,M.D.,,Cirugía General,Roger Williams Cancer Center - Lincoln,2 Wake Robin Rd,,Lincoln,                  RI,02865,"Roger Williams Cancer Center - Lincoln,
                  2 Wake Robin Rd,
                  
                  Lincoln,
                  RI,
                  02865","Ponnandai S. Somasundar, M.D. - Cirugía General",Experto en: Especialista
Ponnandai S. Somasundar,M.D.,,Cirugía General,Roger Williams Cancer Center - Maude,50 Maude St,,Providence,                  RI,02908,"Roger Williams Cancer Center - Maude,
                  50 Maude St,
                  
                  Providence,
                  RI,
                  02908","Ponnandai S. Somasundar, M.D. - Cirugía General",Experto en: Especialista
Ponnandai S. Somasundar,M.D.,,Cirugía General,Roger Williams Cancer Center - Pontiac,1500 Pontiac Ave,,Cranston,                  RI,02920,"Roger Williams Cancer Center - Pontiac,
                  1500 Pontiac Ave,
                  
                  Cranston,
                  RI,
                  02920","Ponnandai S. Somasundar, M.D. - Cirugía General",Experto en: Especialista
Ponnandai S. Somasundar,M.D.,,Cirugía General,Roger Williams Cancer Center - S. Kingstown,70 Kenyon Ave,,South Kingstown,                  RI,02879,"Roger Williams Cancer Center - S. Kingstown,
                  70 Kenyon Ave,
                  
                  South Kingstown,
                  RI,
                  02879","Ponnandai S. Somasundar, M.D. - Cirugía General",Experto en: Especialista
